Year,Month,Day,Hour,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Solar Radiation (GHI)
2011,1,4,2,4,7.635828881,987.9141846,78.59291866,109.5186844,2.025593519,0
2011,1,4,3,4,7.097392364,987.8084717,81.06790996,103.0184784,2.053711176,0
2011,1,4,4,3,6.608979711,987.958313,82.98892318,97.00011444,2.180295467,0
2011,1,4,5,3,6.139773674,988.3549805,84.60696519,93.06175232,2.429795742,0
2011,1,4,6,3,5.696709963,988.7006836,86.35440388,92.61711121,2.687991381,0
2011,1,4,7,3,6.784405635,989.3468018,81.10133578,95.3653717,2.842985153,0
2011,1,4,8,4,9.64107472,990.1315308,69.88729972,99.36186218,2.461292744,162
2011,1,4,9,5,13.12009792,990.413208,58.11977671,96.90188599,1.918052077,365
2011,1,4,10,4,16.61564151,989.9237061,43.8002002,82.73174286,1.818029761,524
2011,1,4,11,4,18.47570888,988.9619141,39.28705447,75.40538788,1.583066583,635
2011,1,4,12,4,19.6411118,987.6032104,37.06247477,66.98812866,1.39405334,687
2011,1,4,13,4,20.09814054,986.7508545,35.41384396,54.33247757,1.290404558,667
2011,1,4,14,4,19.7089742,986.4544067,35.91829822,42.52298737,1.374711871,579
2011,1,4,15,4,18.46586335,986.5895386,38.53555959,39.3067627,1.536916971,428
2011,1,4,16,5,16.235191,986.7970581,50.56595826,43.7456398,1.711948276,243
2011,1,4,17,5,13.64808588,986.8770142,58.8860013,51.04059219,1.899708629,33
2011,1,4,18,5,12.7292467,987.8643799,60.91196752,57.76754379,2.010870218,0
2011,1,4,19,5,11.95836483,988.095459,63.00152851,64.53115082,1.961236954,0
2011,1,4,20,4,11.21272884,988.4435425,64.7793113,75.17274475,2.044075727,0
2011,1,4,21,4,10.52153236,987.9972534,65.91352136,85.83288574,2.315022707,0
2011,1,4,22,4,9.964999165,987.4995728,68.09946147,92.80448151,2.444124699,0
2011,1,4,23,4,9.259402913,987.1766968,70.36941538,96.91950989,2.399379492,0
2011,1,5,0,3,8.577281093,986.9714355,72.82665067,100.0027008,2.316165686,0
2011,1,5,1,3,8.00091618,986.8195801,75.74148894,101.3863525,2.267753124,0
2011,1,5,2,4,7.43879546,986.4001465,79.74895502,102.2901917,2.065950394,0
2011,1,5,3,4,6.921394935,986.3262939,84.22878375,102.5350723,1.85384059,0
2011,1,5,4,4,6.435992772,986.5928955,87.89413035,102.1375504,1.766862273,0
2011,1,5,5,4,5.937666285,987.3190918,90.54494087,101.6287079,1.834936976,0
2011,1,5,6,4,5.449810343,987.7784424,92.65196408,100.8259964,2.006486416,0
2011,1,5,7,4,6.550715877,988.1824951,86.36248781,98.76154327,2.181355476,0
2011,1,5,8,5,9.500333179,988.5167236,73.75006977,93.53807068,2.034671068,156
2011,1,5,9,5,12.92962678,988.8755493,60.82152598,77.77796936,1.72663939,358
2011,1,5,10,5,16.39468561,988.8101196,46.98582713,58.04178619,2.037107944,537
2011,1,5,11,5,18.30797734,987.5957031,42.06839853,47.43324661,2.13342905,636
2011,1,5,12,5,19.61942567,986.4702148,38.49814945,39.88304901,2.230141401,688
2011,1,5,13,4,20.24086719,986.0215454,36.08731611,33.73661041,2.339494228,669
2011,1,5,14,4,20.05959546,985.4710083,36.17503861,31.43053436,2.380119562,596
2011,1,5,15,4,18.98347635,985.7442627,38.24644266,32.6062851,2.419440746,444
2011,1,5,16,5,16.64163552,985.9960938,48.58418815,36.47535706,2.498849392,247
2011,1,5,17,5,13.94741773,986.7339478,56.96128188,44.01698303,2.727502584,30
2011,1,5,18,5,12.92169366,987.3740234,58.71353866,54.08664703,2.992147684,0
2011,1,5,19,4,12.03057404,987.743103,60.24765233,64.63996887,3.111148596,0
2011,1,5,20,4,11.19872815,987.8521118,62.14935721,76.16304779,3.178218365,0
2011,1,5,21,3,10.41672033,987.8579712,64.43968721,88.11396027,3.226336241,0
2011,1,5,22,3,9.646725982,987.0545654,67.31488143,98.48084259,3.19866538,0
2011,1,5,23,3,8.895654494,986.7672729,70.39009112,107.0760269,3.023319244,0
2011,1,6,0,3,8.199722643,986.4944458,73.68449856,113.809021,2.675028324,0
2011,1,6,1,4,7.603703688,986.8460693,78.53255972,117.8943481,2.201923609,0
2011,1,6,2,4,7.17380584,986.9545288,85.33350397,119.3271561,1.630611181,0
2011,1,6,3,5,6.755147964,987.1663818,90.45058708,113.8818817,1.23299408,0
2011,1,6,4,5,6.310454287,987.3267822,93.43442343,102.8817444,1.307038188,0
2011,1,6,5,5,5.82048622,987.663269,94.62104196,98.67250824,1.655819297,0
2011,1,6,6,4,5.334501668,988.3831787,95.2529379,98.88478851,1.985358596,0
2011,1,6,7,4,6.518219609,988.8050537,86.64277707,100.3091278,2.174597979,0
2011,1,6,8,5,9.593145199,989.5115356,74.50939577,101.3004761,2.101126909,156
2011,1,6,9,5,13.05610895,990.0844116,61.55085759,99.85599518,1.840770602,358
2011,1,6,10,5,17.00798961,989.6937866,47.28440659,98.11455536,2.048965216,521
2011,1,6,11,5,19.43131243,988.6951294,41.41687418,98.83139801,2.150655746,637
2011,1,6,12,5,21.1059033,987.5621948,36.54848837,98.86824799,2.249089479,690
2011,1,6,13,5,21.92772223,986.6583252,35.0474189,97.24092102,2.254170179,671
2011,1,6,14,5,21.87521648,986.2886353,34.8738448,92.79703522,2.086616516,584
2011,1,6,15,6,20.73682326,986.1890259,38.28107026,83.32177734,1.845626473,436
2011,1,6,16,8,18.31144026,986.3343506,53.06504016,68.84614563,1.815695405,243
2011,1,6,17,6,15.56132906,987.086853,56.68748888,64.08866882,2.063272953,33
2011,1,6,18,6,14.61244042,987.6655884,58.51879752,68.63980103,2.349181175,0
2011,1,6,19,6,13.78581361,988.2365112,60.96701468,77.29520416,2.596664667,0
2011,1,6,20,6,12.98276546,988.2813721,64.12318774,87.78048706,2.764092207,0
2011,1,6,21,6,12.14090693,988.2480469,67.46176946,99.00685883,2.903127909,0
2011,1,6,22,6,11.32352299,988.0186768,70.68542673,108.9855881,3.014288902,0
2011,1,6,23,6,10.51851739,987.6276245,73.81841878,118.1132355,3.015852451,0
2011,1,7,0,6,9.767962357,987.0001221,77.5078718,126.5288925,2.928738356,0
2011,1,7,1,6,9.100048544,986.7316895,81.08300505,133.2181549,2.784019947,0
2011,1,7,2,6,8.509967382,986.4929199,84.71894502,141.0973206,2.4969666,0
2011,1,7,3,6,8.032369488,985.9990234,88.1650396,149.723175,2.143652439,0
2011,1,7,4,6,7.661990736,986.0625,91.94586602,158.0844421,1.794101954,0
2011,1,7,5,6,7.38347779,986.7030029,95.79315292,166.4616394,1.503514647,0
2011,1,7,6,6,7.072810928,987.2995605,98.29658874,173.7709656,1.299872756,0
2011,1,7,7,7,8.329858297,987.8099976,95.08071373,177.8927307,1.167513967,0
2011,1,7,8,6,11.53020987,988.4943237,71.26546312,163.7988892,1.141681075,157
2011,1,7,9,7,14.71571128,988.7770996,63.82894309,149.4927979,1.069989681,359
2011,1,7,10,7,19.05158629,988.4563599,47.20743701,148.1681061,0.758384228,532
2011,1,7,11,7,21.71321674,987.2088623,40.51101212,148.5339966,0.595887005,651
2011,1,7,12,7,22.94792508,985.9066162,37.33152997,143.1131897,0.504690349,703
2011,1,7,13,7,23.45170043,984.9591675,36.18837608,128.1342163,0.408509523,683
2011,1,7,14,7,23.14791811,984.2653809,36.12920586,72.14266968,0.175494358,593
2011,1,7,15,7,21.89563357,983.9862061,39.13284696,355.6428833,0.471483916,440
2011,1,7,16,10,19.57265276,984.2302246,54.0129375,352.9502258,1.05040741,247
2011,1,7,17,7,16.87936243,984.5067749,54.44003728,1.281616211,1.439532042,35
2011,1,7,18,7,15.93192723,985.0974731,56.64155492,13.05693817,1.627021194,0
2011,1,7,19,5,15.15396272,985.4685669,54.33690643,25.34767151,1.644912243,0
2011,1,7,20,6,14.36899766,985.6231079,58.31110401,41.10263824,1.573895574,0
2011,1,7,21,6,13.65265161,985.6907349,60.81589327,62.63725662,1.500599384,0
2011,1,7,22,6,13.02263672,985.1688232,66.42846319,84.95122528,1.460995793,0
2011,1,7,23,7,12.34587197,984.6802368,69.86499151,104.5937576,1.445435405,0
2011,1,8,0,7,11.70228193,984.4314575,73.43615652,120.7190475,1.498973727,0
2011,1,8,1,7,11.10273958,983.9431152,77.04615739,131.3108063,1.59998405,0
2011,1,8,2,7,10.51697824,983.7380371,80.12053684,142.6930695,1.563139558,0
2011,1,8,3,7,9.970747078,983.7353516,82.92568267,155.8395691,1.45079124,0
2011,1,8,4,7,9.465123395,983.9906616,85.32173079,167.2115021,1.422571659,0
2011,1,8,5,7,9.001916226,984.2037964,87.43359165,177.1278076,1.347941995,0
2011,1,8,6,6,8.590280173,984.8599243,89.43842015,187.789978,1.200286746,0
2011,1,8,7,8,9.774167454,985.4638062,89.89315084,199.3795471,1.075407028,0
2011,1,8,8,6,13.04426397,985.9319458,63.5547695,207.8406219,0.811317086,155
2011,1,8,9,8,15.96710917,986.4244385,59.23925379,230.3657074,0.511999786,357
2011,1,8,10,7,20.08274541,986.1379395,45.25843013,298.4113159,0.74461627,530
2011,1,8,11,7,22.19757294,985.1713867,39.507511,316.7514038,0.997912943,650
2011,1,8,12,7,23.17756757,984.3156738,36.21489108,325.4609985,1.220269203,702
2011,1,8,13,7,23.44927113,983.7122192,34.80355899,333.6601563,1.447819352,683
2011,1,8,14,6,22.96627035,983.1506958,34.8611586,337.6542358,1.735300541,594
2011,1,8,15,6,21.69476764,982.7445068,36.5671413,340.2358398,2.091572762,445
2011,1,8,16,7,19.33333546,982.9672241,47.14669156,343.8340759,2.415371895,251
2011,1,8,17,7,16.63914953,983.661377,53.32328016,349.7918091,2.850364685,38
2011,1,8,18,6,15.57894085,984.2752686,53.33326051,356.6378784,3.2833848,0
2011,1,8,19,5,14.59147512,984.8768311,52.7746196,1.792297363,3.716336012,0
2011,1,8,20,4,13.56544303,985.6607056,52.77129298,6.481185913,4.033229351,0
2011,1,8,21,3,12.51484333,985.8259277,54.00363568,12.39935303,4.088961601,0
2011,1,8,22,3,11.53400171,985.4111328,56.46943753,19.23879242,3.962250471,0
2011,1,8,23,3,10.67270439,985.3451538,59.34683213,26.73884964,3.755928516,0
2011,1,9,0,3,9.934178443,984.9900513,62.05355334,34.293396,3.544035673,0
2011,1,9,1,2,9.26478932,984.8546753,64.50772334,40.99979019,3.361391783,0
2011,1,9,2,2,8.625246843,984.7735596,66.61654333,43.50372696,3.117109537,0
2011,1,9,3,2,8.005034583,984.9217529,68.16563115,42.7514801,2.858035803,0
2011,1,9,4,2,7.420976103,985.1364746,69.10567482,40.94436264,2.627471447,0
2011,1,9,5,1,6.885021418,985.6119385,69.6882095,39.22110367,2.42310071,0
2011,1,9,6,1,6.394858059,986.2160645,70.24929999,37.84671783,2.22115469,0
2011,1,9,7,2,7.54504632,987.0499268,69.83632482,36.10503387,2.040261984,0
2011,1,9,8,1,10.46794603,987.8814697,54.32400184,40.49213028,1.798753738,155
2011,1,9,9,1,13.56479351,988.7720947,45.24934893,42.37426758,1.478878736,359
2011,1,9,10,0,17.54163423,988.5968628,31.21082108,30.04228592,1.849784851,524
2011,1,9,11,-2,20.41024692,987.6427612,21.43456239,23.39896393,2.38415885,642
2011,1,9,12,-2,21.56809285,987.0797729,19.82511567,21.41812897,2.559169769,691
2011,1,9,13,-2,21.86107002,986.4933472,19.52068301,22.59364319,2.673270702,673
2011,1,9,14,-2,21.39442031,985.7744141,19.91938167,24.86419678,2.861250639,592
2011,1,9,15,-2,20.12786803,985.9546509,21.90372504,27.63368988,3.066713572,447
2011,1,9,16,0,17.57644697,986.5284424,32.43885168,30.96087646,3.145920515,255
2011,1,9,17,1,14.70019152,987.3448486,40.34003315,35.87424088,3.473539114,35
2011,1,9,18,1,13.56039708,987.8814697,42.72148558,41.21360016,3.708601475,0
2011,1,9,19,0,12.58643626,988.6083984,44.85165823,46.12351608,3.801261902,0
2011,1,9,20,0,11.66794528,989.234436,47.26966975,50.21635437,3.784632683,0
2011,1,9,21,0,10.79222545,989.0835571,49.46384961,55.07412338,3.712999105,0
2011,1,9,22,0,9.980456967,988.9919434,51.25329469,60.1679039,3.58928442,0
2011,1,9,23,0,9.23960628,988.3676147,52.82065897,64.06889343,3.45489502,0
2011,1,10,0,0,8.593506212,988.147644,53.99269133,67.10083008,3.389073133,0
2011,1,10,1,0,8.003548937,987.9105835,54.73688531,69.58796692,3.383677959,0
2011,1,10,2,0,7.441276059,987.6665649,55.58674888,69.76603699,3.2777493,0
2011,1,10,3,-1,6.928269108,987.144104,56.21918924,68.65800476,3.181662321,0
2011,1,10,4,-1,6.494694816,987.3197632,56.31309857,67.9270401,3.129987001,0
2011,1,10,5,-1,6.118182987,987.5946655,56.20632928,68.13555145,3.062186718,0
2011,1,10,6,-2,5.784565852,988.0151367,56.28227963,68.83995056,2.932888746,0
2011,1,10,7,-1,7.118737124,988.4306641,55.87640379,69.33169556,2.742715359,0
2011,1,10,8,-1,10.29186015,989.1191406,42.80614666,73.18876648,2.401123524,155
2011,1,10,9,0,13.51681994,989.8157349,37.47604659,75.01210785,1.845299602,359
2011,1,10,10,0,17.83989622,989.52771,29.1684533,63.57204056,1.87875247,525
2011,1,10,11,0,20.72008822,988.888855,23.31908183,50.99050903,1.980387092,644
2011,1,10,12,0,21.9167218,987.7005005,22.46986686,39.36135864,1.833556771,694
2011,1,10,13,0,22.26478887,986.9481812,22.3040406,31.33935165,1.7919209,676
2011,1,10,14,0,21.78792237,986.1485596,23.07442411,30.78141022,1.871810079,608
2011,1,10,15,0,20.49660424,986.0365601,25.44262308,35.85366821,2.042516232,457
2011,1,10,16,4,18.0567725,986.2848511,39.40031589,43.23089218,2.219302654,260
2011,1,10,17,3,15.31754913,986.8642578,44.62807246,51.32145691,2.54705143,38
2011,1,10,18,2,14.36513654,987.6127319,45.76602935,59.66016006,2.866905212,0
2011,1,10,19,2,13.57521804,987.9760132,47.06130032,68.60397339,3.099846363,0
2011,1,10,20,2,12.77019093,988.1207886,49.48255564,79.66075897,3.066921711,0
2011,1,10,21,2,11.97317998,987.8218384,52.24984611,92.86135864,2.944329739,0
2011,1,10,22,2,11.19091509,986.8496704,54.9116325,106.5536346,2.855050802,0
2011,1,10,23,2,10.43878456,985.9025269,57.31331301,119.2725754,2.780658007,0
2011,1,11,0,2,9.751593476,985.4234009,59.60168738,129.5684662,2.68241477,0
2011,1,11,1,2,9.135567418,985.2642212,61.92170651,137.9037018,2.474417448,0
2011,1,11,2,2,8.606158623,985.1296387,65.05034689,144.7604675,2.033699274,0
2011,1,11,3,2,8.222580693,984.866394,68.98180447,150.9426727,1.510807395,0
2011,1,11,4,2,7.828388031,985.3141479,71.01853017,156.9043884,1.057612538,0
2011,1,11,5,3,7.51207472,985.8552856,75.99045185,158.6887207,0.721265674,0
2011,1,11,6,3,7.245806191,986.4612427,76.00333258,149.5971069,0.532453954,0
2011,1,11,7,4,8.531485486,987.2327271,77.59119077,129.4228821,0.546394587,0
2011,1,11,8,2,11.68862776,987.9517822,54.45015892,113.4595642,0.739646792,155
2011,1,11,9,3,14.70713022,988.5446167,48.09924348,108.3115387,0.802314341,358
2011,1,11,10,3,18.91521531,988.1742554,36.04937533,82.57357788,0.667834759,531
2011,1,11,11,2,21.84311731,986.9852905,27.51892104,58.95886612,0.734922588,652
2011,1,11,12,2,22.9433431,985.9261475,25.97464711,58.02589798,0.763014793,706
2011,1,11,13,2,23.29116594,985.0266113,25.35591446,58.48086929,0.749733448,688
2011,1,11,14,2,22.88190778,984.2264404,25.81238822,52.04673767,0.811591804,600
2011,1,11,15,2,21.5986648,984.0079956,28.50786568,49.41101456,0.970112264,448
2011,1,11,16,7,19.28761226,984.1426392,45.36390689,50.31376266,1.189415574,220
2011,1,11,17,3,16.69655474,984.609436,42.17070839,58.64186859,1.429915905,41
2011,1,11,18,4,15.78960041,984.8876343,46.48026563,70.75058746,1.64863193,0
2011,1,11,19,3,15.06713818,985.0842896,46.89757468,83.88522339,1.759331584,0
2011,1,11,20,3,14.37729491,985.4570923,49.00546503,97.53691101,1.825978994,0
2011,1,11,21,3,13.73466923,985.5770264,50.27969219,110.5066605,1.860545754,0
2011,1,11,22,4,13.17176853,985.1080933,53.90950344,120.8926086,1.855764985,0
2011,1,11,23,3,12.58356337,984.8508301,55.45807825,129.3819885,1.82139802,0
2011,1,12,0,3,12.04512283,984.1029663,57.7779416,136.2358398,1.776602149,0
2011,1,12,1,3,11.5793102,983.9780273,59.3307344,141.0903625,1.70351696,0
2011,1,12,2,4,11.13983812,983.6710205,61.63202679,157.2915344,1.528451562,0
2011,1,12,3,3,10.75426049,983.9274902,62.61443283,179.337738,1.387372971,0
2011,1,12,4,3,10.43225147,984.0685425,64.00086781,197.2782288,1.323175192,0
2011,1,12,5,3,10.13624645,984.3753662,64.53746283,208.4017639,1.315834761,0
2011,1,12,6,3,9.876611467,985.0469971,65.13231234,214.9861908,1.375953674,0
2011,1,12,7,4,11.23178743,985.7149048,61.40162797,218.548584,1.496675372,0
2011,1,12,8,4,14.39854443,986.4800415,52.47307547,219.2556915,1.400286317,151
2011,1,12,9,4,17.19776732,986.8771362,44.44899894,216.6208954,1.157514572,348
2011,1,12,10,4,20.96198908,986.1953735,34.96912061,234.5270233,1.303836823,519
2011,1,12,11,3,23.68560143,984.9995117,27.03503015,251.1525116,1.728688478,637
2011,1,12,12,3,24.76513992,983.5407104,25.29585652,259.5014648,2.034586906,690
2011,1,12,13,3,25.05718991,982.8452148,25.23455019,265.6309204,2.24557066,673
2011,1,12,14,4,24.71101436,981.7832031,26.27896276,271.334198,2.186327457,588
2011,1,12,15,4,23.60681519,981.6983643,29.55357824,277.6366577,1.945721865,444
2011,1,12,16,9,21.49036806,981.6464844,45.69387526,285.9802856,1.552735686,257
2011,1,12,17,6,18.92796931,982.2207031,45.40279307,290.9694824,1.18163991,51
2011,1,12,18,6,18.07474502,982.8395386,45.94750465,292.3878784,0.712420225,0
2011,1,12,19,4,17.3639577,982.9107056,43.3693444,269.8886108,0.248123512,0
2011,1,12,20,6,16.6881139,983.4318237,50.38670888,187.6059723,0.396292686,0
2011,1,12,21,4,16.06014887,983.5157471,47.20513782,180.6376038,0.852510214,0
2011,1,12,22,5,15.45599026,983.0458374,52.63369986,183.2061768,1.264928818,0
2011,1,12,23,4,14.91133369,982.5142822,48.40736268,187.0174255,1.578665972,0
2011,1,13,0,4,14.4136655,982.255188,51.24234732,189.8858337,1.78676486,0
2011,1,13,1,3,13.97348608,981.8658447,50.31536949,193.4444427,1.936125755,0
2011,1,13,2,5,13.55790201,981.65802,56.89158962,202.5455933,2.103905201,0
2011,1,13,3,5,13.15735337,981.6686401,59.61689739,212.8370056,2.255845785,0
2011,1,13,4,5,12.80395287,981.9678955,60.80881096,219.1947937,2.300089359,0
2011,1,13,5,5,12.53771426,982.3707886,61.83833046,223.4741058,2.278686047,0
2011,1,13,6,5,12.56021381,983.1514893,62.70938819,229.0659485,2.30187726,0
2011,1,13,7,6,13.83515463,983.9300537,63.26038601,234.0935974,2.321130514,0
2011,1,13,8,6,16.19070116,984.5681152,53.70108788,233.0274963,2.042774916,150
2011,1,13,9,7,18.57519253,985.2148438,47.52402829,228.0283813,1.628896832,347
2011,1,13,10,8,22.07724115,984.7305298,41.70469018,237.2225342,1.662701726,519
2011,1,13,11,8,25.37205254,983.7235107,35.16363383,254.2925262,1.92435801,628
2011,1,13,12,8,26.65090851,982.6884155,32.55411487,262.8185425,1.969250917,694
2011,1,13,13,8,26.83223905,982.206604,31.54267066,267.0891724,1.932142138,678
2011,1,13,14,8,26.32736016,982.1047974,32.00919268,272.0783081,1.844301105,593
2011,1,13,15,8,25.1318805,981.9247437,34.69052726,275.5932617,1.727146626,448
2011,1,13,16,11,22.98497929,982.0768433,49.71403863,278.3482056,1.531217575,260
2011,1,13,17,9,20.3780743,982.5391235,50.76321686,278.5936279,1.408376217,48
2011,1,13,18,10,19.46221502,983.3096924,54.74256163,277.1747437,1.336443543,0
2011,1,13,19,8,18.71728511,983.5512085,51.1578884,274.4605713,1.275368929,0
2011,1,13,20,9,17.9765456,983.8361206,57.09920726,268.7820435,1.17384994,0
2011,1,13,21,8,17.25150506,983.4282837,55.19559333,261.0560303,1.122188449,0
2011,1,13,22,8,16.52815157,983.0993652,59.65339892,254.9125366,1.17001307,0
2011,1,13,23,7,15.86304604,982.4486694,57.07914102,251.3703766,1.222223639,0
2011,1,14,0,7,15.23307876,982.3533325,60.00775846,250.0923615,1.260526896,0
2011,1,14,1,6,14.695189,981.9083862,57.36223805,250.4081726,1.323868155,0
2011,1,14,2,6,14.22252159,981.9381104,59.4579022,247.3853455,1.734659433,0
2011,1,14,3,6,13.67768981,981.5941772,60.98395431,244.4226685,2.142545462,0
2011,1,14,4,6,13.18954466,981.6663208,64.17125458,240.0099792,2.313323736,0
2011,1,14,5,6,12.76167414,981.7374268,64.6260572,235.1041107,2.518481016,0
2011,1,14,6,5,12.3714305,982.1257324,64.92076591,231.8665161,2.889925241,0
2011,1,14,7,6,13.60072669,982.8974609,62.76954179,230.2729645,3.286014557,0
2011,1,14,8,6,16.37124733,983.6488037,52.96052714,229.4135742,2.992137432,154
2011,1,14,9,7,19.13081913,984.6005859,47.80029561,230.5619812,2.550125837,354
2011,1,14,10,7,22.67383389,984.557251,38.13311983,239.5866547,2.907681704,529
